smiles,mol_id
CNC(=O)CCCCCCCCCCCCCCCCCC1=CC=C([N+](=O)[O-])C=C1,moler_6453
CC1=CC(C2=NN=NN2)=CC(C(=O)N2CCC(C3=CC=C(NC(=O)NC4CCOC4)C=C3)CC2)=C1,moler_6454
CC(C)(C)OC1=CC=C2N=C(C(C)(C)C)C(C(O)=NC3(Br)CC3)=CC2=C1,moler_6455
FC(F)C1(F)CCC(C2=C(Br)NC=N2)CC1,moler_6456
FC1=C2C(=CC(Cl)=C1)N=CC=C2NC12CC3CC(CC(C3)C1)C2,moler_6457
CC(N)C(=O)NC(C)C(=O)NO,moler_6458
COC1=CC=C(Cl)C=C1N1N=NN=C1SCC(=O)NC1COC2=CC=C(C(=O)O)C=C2C1=O,moler_6459
O=C(NCC(O)CN1CCC2=CC=CC=C2C1)C1=CC=CC=C1,moler_6460
SCCOC1=CC=CC=C1OCC1=CC=C2C=CC=NC2=C1,moler_6461
C=CCN(C)CCN1C=CC(O)=CC1=O,moler_6462
O=C(NCC1=CC(O)=NC2=CC=CC=C12)C1=C(F)C=CC=C1F,moler_6463
O=C1NC(=O)C(=CC2=CC=C(OCC(=O)N3CCN(C4=CC=CC=C4)CC3)C=C2)S1,moler_6464
O=C(CNC(=O)C1=CC=CO1)NC1=CC=CC=C1C(=O)NC1=C(N2CCCCC2)C2=CC=CC=C2N(CC2=CC=CC=C2)C1=O,moler_6465
C1=CC=C2N=C(N3CCCC3)N=NC2=C1,moler_6466
CN1CCN(C2=CC(N(CCS(C)(=O)=O)C3=CC=C(F)C=C3)=CC=C2F)CC1,moler_6467
COC1=CC=C(CC2=CC=NC=C2)C=C1,moler_6468
CC(=O)C1=CN(C)N=C1C1CCN(C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)CC1,moler_6469
CCN(C(=O)C1=C2NCCCN2C(C2=CC=C(F)C=C2)=C1)C(C)C1=CC=C2NC=NC2=C1,moler_6470
CC(C)(C)CCC(C)(C)C1=CC=C(N)C(C2=C(C3=CC=C(C(F)(F)F)C=C3)N=C(C3CCC3)N2)=C1,moler_6471
CC(C)(CCC(C)(C)C(=O)OCCN1CCN(C2=CC=CC=C2)CC1)C(=O)C=CC1=CC=C(Cl)C=C1,moler_6472
O=C(CN1CCC(=NNS(=O)(=O)C2=CC=C(Cl)C=C2)CC1)NC(C1=CC=C(Cl)C=C1)C1CCCC2=CC=CC=C21,moler_6473
O=C1C2=CC=CC=C2OC2=C1C=CC=C2CCCCCCSC1=NC=CC(O)=N1,moler_6474
O=C(NCCSC(=NO)S(=O)(=O)O)C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1,moler_6475
O=C(CN1CCN(CC(=O)NC2=CC=CO2)CC1)NC1=CC=C(I)C=C1,moler_6476
O=C1NC2=CC=C(CN3CCN(C4=CC=C([N+](=O)[O-])C=C4)CC3)C=C2C(=O)N1CC1=CC=CC=C1,moler_6477
CCCCCCN1C(=O)C2=CC(=O)C=C3SC(C4=CC=CC=C4)=C=C(C1=C(N)C1=C(C4=CC=CC=C4)C1)N32,moler_6478
NS(=O)(=O)C1=C(C2=CC=C3NC(=O)OC3=C2)C2=CC=C(Cl)C=C2N=C1,moler_6479
CCCCCN1CCN(C2=CC=CC=C2)C1N1CCNCC1,moler_6480
CC(C)(O)CCCCCCCCC1=C(Br)NC(C2=CNN=C2)=N1,moler_6481
CC1(C)CCCC2(CN3CCCC3)C1CCC1(O)C2CCC(=NN)C1(C)O,moler_6482
CC(=O)N1CCCC(O)(C2=CC=CC=C2)CC1,moler_6483
CCCCCCCCCCOC(=O)CNC(=O)C1=CC(=O)C2=C(O)C=CC=C2O1,moler_6484
CC1=CC=C(C2NC(=O)COC3=CC=CC=C32)C=C1,moler_6485
CCCN(CCC1=CC=C(C(=O)NC2=CC=NC=C2)S1)CC1=C(Cl)C=CC=C1F,moler_6486
CNC(=O)CN1CCC(COC2=CC=C(C(=O)NCCCC(=O)O)C=C2)CC1,moler_6487
N=C(CCCCCCCCCCCCCC=CN1CCOCC1)NC1=NC=CC=C1,moler_6488
NC1=CC=C(OC2=NC(OC3CCC(F)C3)=CC=C2C=CS(=O)(=O)O)C(Cl)=C1,moler_6489
O=C(CC(C1=CC=C(Cl)C=C1)N1C=NC(C2=CC=C(Cl)C=C2)=C1)OCCN1C=CN=C1,moler_6490
CC1CC2=CC([N+](=O)[O-])=CC=C2N1C(=O)C1CCN(C(=O)C2=CC=CC=C2)CC1,moler_6491
COC1=CC=C(NC(=O)CN2C(=O)COC3=CC=C(C(N)=O)C=C32)C=C1,moler_6492
O=S1(=O)CSC2=C1C(C1=CC=C(O)C=C1)=C1OC(C3=CC=C(Cl)C(C(F)(F)F)=C3)=NC1=N2,moler_6493
NC(CN(CCO)CCC1=CC=CC=C1)=NO,moler_6494
CCOC1=CC=CC=C1OCCOC(=O)C(C)(C)CSC(C)=O,moler_6495
CC(CC(C(=O)O)C(C)C)C(=O)NCC(O)C1=C(C2=CC=C(F)C=C2)N=C(CN(C)C)N1,moler_6496
COC(=O)C1=CC=C(NC(=O)C2=CC=C(CC3=CC=C(F)C(C4CCOCC4)=C3)C=C2)C=N1,moler_6497
CN(C)CCC1=CC=NC2=CC=CC=C12,moler_6498
CCOC(=O)CCN1C=CC=C1CNC(=O)CC1=CC=CC=N1,moler_6499
C1=CC=C2C(=C1)N=CC=C2N=CNC(N1CCOCC1)N1CCOCC1,moler_6500
COC1=CC=C(S(=O)(=O)NC(CC2=CC=C(O)C=C2)C(=O)N2CCC3=CC=CC=C3C2)C=C1,moler_6501
CCN(CP(=O)(O)C1=CC=CC=C1)C(=O)C(=CC1=CC=CC=C1)C(=O)OC,moler_6502
O=C(NC1=CC=C(OCC2CCNCC2)C=C1)C1=CC=CC(Cl)=C1,moler_6503
CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCC1OC(N2C(N)=NC3=CC=CN=C32)C(OP(=O)(O)O)C1O,moler_6504
COCCOC(=O)NN=CC1=C(N)NN=C1[N+](=O)[O-],moler_6505
CC1=CC=C(C(=O)NN=C(S)NCC2=CC=CC3=CC=CC=C32)O1,moler_6506
COC1=CC(NC(=O)C2=C(N)N(CN3CCC(C4=CC=CC=C4)CC3)CNC2=O)=CC(Br)=C1OC,moler_6507
COC(=O)C1=C(OC(C)=O)N=CC=C1C1=CC=C(C=NC(=O)NS(=O)(=O)C2=CC=C(Cl)C([N+](=O)[O-])=C2)C=C1,moler_6508
OC1=C(O)C=C2C3=C=C(C4=CNC=N4)C=C4CCNC(CC2=C1)C34,moler_6509
CC1=CC=C(NC2=CC=NC3=CC=C(CCOC(=O)CN(C)C(=O)C4=CC=C(Cl)C=C4Cl)C=C32)C=C1,moler_6510
CCC1CCCC2C(C(N)=O)CC(=CC(C#N)=C(C)N)C(=C=CC#N)C12,moler_6511
O=S(=O)(O)C1=CC=C(OS(=O)(=O)C2=CC=C(N3CCC(C4=CC=C5C=CC=CC5=C4)CC3)C=C2)C=C1,moler_6512
CC(NC1=CC=CC=C1)C1=CC=C(C2=CC=C(C=CC(=O)O)C=C2)C=C1,moler_6513
COC(=O)C1=CC=C(C2=CC=C3OC(CC(=O)O)S(=O)(=O)CC3=C2)C=C1,moler_6514
COC1=CC2=C(C=C1OC)C(=O)C1=CC=C(OP(=O)(O)O)C=C1O2,moler_6515
COC(=O)C1=CC=C(CNC(=O)OC(C)(C)CCCC(C)(C)C(=O)O)C=C1,moler_6516
COC1=CC=C(C(=O)NC(C)(C)CS(N)(=O)=O)C=C1Br,moler_6517
COC1=CC=C(NC(=S)OCC2=CC=CC=C2)C=C1,moler_6518
CN(C)C(=O)C1=CC=CN(CCCCOC2=CC=C(C3=CC=NC=C3)C=C2)C1=O,moler_6519
NC1=NC=NC2=C1N=CN2C1CCN(C(=O)C2=CN(CC3=CC=C(F)C=C3)N=N2)CC1,moler_6520
O=C(O)CC1=CC=C(C2=NC(C3=NC4=CC=CC=C4N3)=CS2)C=C1,moler_6521
CCCCCN1C(=O)C=C(C(=O)OC(F)F)NC1=O,moler_6522
CN(C)C(=O)C=CC1=CC=C(S(=O)(=O)N(CCO)C2=CC=CC(Cl)=C2)C=C1,moler_6523
CC(=CC(=O)NC1=CC=CC=C1)C1=CC=CO1,moler_6524
CN(C)C(=O)CN1C=C(C(=O)O)C(=O)C2=CC(F)=C(NC(=O)NCC3=CC=NO3)C=C21,moler_6525
CC(=CC(=O)OC(C)(C)C(=O)O)CCC1=CC=C(C2=CC=CC(C3CCCN3)=C2)C=C1,moler_6526
O=C1C=C(SCC2=CC=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)N1,moler_6527
ClC1=CC=C(NCC2=CC=CO2)C=C1Cl,moler_6528
CCC1(C(N)=O)CCCN1,moler_6529
C1=CC=C2C(=C1)N=C(C1CCN(CC3CC3)CC1)N2CC1=NC=CC=N1,moler_6530
CC1=NN(C2=CC=CC=C2)C(C2=CC=C(C(C)(C)C)C=C2)=C1NC(=O)C1CCN(CC2=C(Cl)C=CC=C2Cl)CC1,moler_6531
COP(=O)(NC(=O)NN)OC1=CC=C(Cl)C=C1Cl,moler_6532
BrC1=CC=C2C(=C1)CCN1C(Br)=CN=C21,moler_6533
NC(=NC1=NC=CC=C1)NCCCCCCCN1C=CC=N1,moler_6534
FC(F)OC1=CC=CC=C1N1CCN(C2=CC=CC=N2)CC1,moler_6535
O=C(O)CCCC1=NC2=CC=CC=C2N1C12CC3CC(CC(C3)C1)C2,moler_6536
CC(O)(CCCC(C)(C)C1CCC(C2=CC(NC3=CC=C(O)C=C3)C(O)C=C2)C2(C)CCC(=O)C=C12)C(=O)O,moler_6537
CC(C(=O)NC1=CC=CC(C(F)(F)F)=C1)C1=CC(C(C)(C)C)=CC=C1CN1CCOCC1,moler_6538
CC(C)C1=C(Cl)C=C(Cl)C(OCCN=C2CCCN2)=C1,moler_6539
CCOC(=O)CCCOC1=CC=C(NC(=O)CN2N=CC3=CC=C(CC4=CC=CC=C4)C=C32)C=C1,moler_6540
O=C(C=CC=CC=C=C1C(=O)NC(=O)C2=C=C=C3C=C2C1=CC(N1CCCC1)CN3)NO,moler_6541
CC(CCC(C)(C)CO)C(=O)NC(CC1=CC=CC=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1,moler_6542
COC1=CC(=O)C(NC2=CC=C(C3=CN=CS3)C=C2)=CC1=O,moler_6543
CC(C)(C)CC(O)C(O)C(O)CNC(=O)CSC1=CC=CC=C1,moler_6544
CCCCCCCC(=O)N1CCC2(CC1)C(=O)NC1=C=C=CC=C12,moler_6545
O=C(NCCC1=CC=CC=C1)C1=C2C3=CC=CC=C3C3=CC=CC=C=C3N2C(C2=CC=C(Cl)C=C2)=N1,moler_6546
O=C(CCCS(=O)(=O)C1=CC=C(Cl)C=C1)NC(CC1=CC=CC=C1)C(=O)NCC1=CC=CC=C1,moler_6547
NC1=C(S(=O)(=O)N2CCCC2)C=C2N=C(C(=O)NCC3=CC=C(Cl)C=C3)NC2=N1,moler_6548
COC1=CC(C=C2SC(C3=C(C4=CC=C(O)C(N)=C4)NC4=CC=CC=C43)NC2=O)=CC=C1O,moler_6549
CC1=C(CC2=CC(N3CCOCC3)=NC3=CC=C([N+](=O)[O-])C=C23)C(N)=NO1,moler_6550
CCOC1=CC=C(OC2CCN(S(=O)(=O)C3=CC=CN=C3)CC2)C=C1,moler_6551
N=C(NCCCCCC(C1=CC=CC=C1)C1=CC=CC=C1)NC1CCCCC1,moler_6552
O=C(CCCCC1=CC=CC=C1)OCC1=CC=C2OCOC2=C1,moler_6553
CC(O)(CNC1=NC=CC(CN2CCC(CC3=CC=C(Cl)C=C3)CC2)=C1)C1=CC=C(F)C=C1,moler_6554
CC(=O)OC1=CC=C(C2CCCN2CSC2=CC(=O)CC3C2(C)CCC2C4(C)CCC(=O)C(C)(C)C4CC(=O)C32C)C=C1,moler_6555
CS(=O)(=O)C1=CC=C(NC(=O)NC2=CC=C(NC3=NC(NC4=CC=C(O)N=N4)=CS3)C=C2)C=C1F,moler_6556
COC1=CC2=C(C3=CC=C(C4=CN(C)C=N4)C=C3)N=CN=C2C=C1OCCCC(=O)O,moler_6557
CC(SC(C1=CC=CC=C1)C1=CC=C(C(=O)O)O1)C1=CN=CC=C1,moler_6558
O=C1CC2=NN=C(C3=NC4=CC=CC=C4N3)N2C2=CC=CC=C2N1,moler_6559
CC(=O)OC(C)(C)C(=O)C1=CNC(C(=O)O)=C1,moler_6560
CC1=CN=C(C2=CC=C(C(=O)NCC3=CC=C([N+](=O)[O-])C=C3)C=C2)C=C1C,moler_6561
CCCOP(=O)(CCC)OCC,moler_6562
COC(=O)C1=C(C)N=C2C=C(OCC3=CC=CN=C3)C=CC2=C1,moler_6563
O=C(CCCC1=CNC2=CC(Cl)=C(Cl)C(Cl)=C12)N1CCSCC1,moler_6564
CCOC1=CC=C(N2CCN3C=NC2=C3C(=O)OC(C)C)C=C1,moler_6565
O=C(CC1=CC=C(N2CCNCC2)C=C1)NC1=CC=CC=C1C(=O)NC1=CSC2=CC=CC=C12,moler_6566
CNCC(O)COC1=CC=C(NC(=O)CCCCC2=CC=CO2)C=C1,moler_6567
O=C(O)CCC(NC(=O)C1=CC=CN(CC(=O)NC2=CC=NC=N2)C1=O)C(=O)O,moler_6568
O=C(NN1CCC(NC2=CC=C3OCOC3=C2)CC1)C1=CC=C2N=C3C=CC=CC3=NC2=C1,moler_6569
O=C1C2=CC=CN=C2N=CN1CC1=CN(C2CCCCC2)N=C1C1=CC=C(F)C=C1,moler_6570
CC1=CC=C(CN2CCC(C3=CC(C4=CC=C(Cl)C=C4)=NN3C)CC2)C=C1,moler_6571
CCN(CC1=CC=C(Cl)C=C1)SCCNS(=O)(=O)C1CCCCC1,moler_6572
CC(N)(CC(N)=O)C1=NC(C2=CC=C(F)C=C2)=NO1,moler_6573
COC1=CC=C(C(=O)C2=CC=C(CCC(=O)N3CCCC3)C=C2)C=C1,moler_6574
O=C(OCCSC1=CC=C(Cl)C=C1)C1CCNC1,moler_6575
CCCNC(=O)C1=CC=C2C=CC3=C(C2=C1)C1=CC([N+](=O)[O-])=CC=C1C(C)(C)C3,moler_6576
CC=C(C1=CC=C(OCC)C=C1)C(C(=O)C1=CC=C(F)C=C1)N1C=NN=N1,moler_6577
CCCN1C2=CC=C(C(=O)OCC)C=C2N=C1C1=CC=C(NC(=O)CC(=O)O)C=C1,moler_6578
N#CC1=CC=C(C2=CC=NC=C2C(N)=O)C=C1,moler_6579
CC(C)(C)C1=CC=C(OCCOC2=CC=C(C(C)(C)C)C=C2)C=C1,moler_6580
CCOC1=NC(CNC(=O)CN2C(=O)C3=CC=CC=C3OC3=CC=CC=C32)=CC(NC(C)=O)=C1,moler_6581
COC(=O)C[NH2+]OC1=CC=C(CNC(=O)NC2=CC=C3C(=C2)CCC2=CC(Cl)=CC=C23)C=C1[N+](=O)[O-],moler_6582
O=C1NC2=CC(N=C(S)NC3=CC(O)=C(O)C(O)=C3)=CC=C2C2=CC=CC=C12,moler_6583
CCOC(=O)C=CC1=CC=C(OCCCOC2=CC=C(C(=O)CN3CCCC3=O)C=C2)C([N+](=O)[O-])=C1,moler_6584
CC(OC1=CC=C(NC(N)=O)C=C1)C(=O)NCCC1=CC=CC(C(F)(F)F)=C1,moler_6585
CCN(CC)C(=O)C(CC1=CC=C(Cl)C=C1)C(=O)NC1=NC2=CC=C(S(=O)(=O)N3CCN(C)CC3)C=C2S1,moler_6586
CCC1=CC=C(CCN2CCC(CC3=CC=CO3)(C(=O)OCC3=CC=C(Cl)O3)CC2)C=C1,moler_6587
CN(C)C1=CC=C(NC(=O)N2N=NN=C2C(OC(C)(C)C)C2=CC=C(Cl)C=C2)C=C1,moler_6588
CC(CN(CCCCCCCCCCCCNC(=N)C1CC1)CC(C)C(C)C(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O,moler_6589
COC1=CC=C(CC2=CC=CC=C2)C=C1,moler_6590
NC(=S)N1CCC2=CC=C([N+](=O)[O-])C=C2CC1,moler_6591
O=C(COC1=CC(N2CCCCC2)=C(Cl)C=C1[N+](=O)[O-])NC1=NC(C2=CC=C(Cl)C=C2)=CS1,moler_6592
CCOC1=CC=C(NC(=O)OCCOCCOCCOCC(=O)NC2=CC=C(NC(C)=O)C=C2)C=C1N(C)C,moler_6593
CC(C(=O)NN=C(N)C1=NOC(C(C)(C)C)=C1)N1C=NC2=CC=CC=C21,moler_6594
ClC1=CC=C(NC(=NC2CCNC2)NCC2=CC=CC=N2)S1,moler_6595
COCC(=O)N1CCCCC1,moler_6596
CC(=O)C1=CC=C(CCOCCN2N=C(C)C=C(OCC3=CC=CC=C3)C2=O)S1,moler_6597
C=NC1=CC=C(Cl)C=C1F,moler_6598
OC1=CC=C2C3=CC=CC=C3C3(CCN(CCCCCC4=CC=CC=C4)CC3)C2=C1,moler_6599
O=C(NNC1=NC2=CC(C(=O)NCCN3CCOCC3)=NN2C=C1)OC1=CC=C(Cl)C=C1F,moler_6600
C1=CC=C(OCCCOC2=CC=C(C3=CC=NC=C3)C=C2)C=C1,moler_6601
COCC(C)CN(CC1=CC2=C(C=C1)NC(=S)N(C1=CC=CC=C1)C2=O)C(C)=O,moler_6602
ClC1=CC=C2NC=C(CCCN=C=NC=C3C4=NC=CC3=C(CC3=CC=NC(C5CC5)=C3)N4)C2=C1,moler_6603
COC1=CC=C(C=CC(=O)NC2=CC=C3C(=C2)C=CC=C3C2=CC=C(OCC3=CC=CC=C3)C=C2)C=C1OC,moler_6604
O=C(NCCOC1=CC=C(C(=O)C2=CC=C(F)C=C2)C=C1)C1=CC=C(F)C=C1,moler_6605
COC1=CC=C(SC2=CC=C(C(O)CNCC3=CC=C(O)C(I)=C3)C=C2)C=C1,moler_6606
NC(CCCCCC1=CC=CC=C1)=NS,moler_6607
COC(=O)C1=CC=C(OC2=CC=C3OC4=CC=NC(O)=C4C(=O)C3=C2)C=C1,moler_6608
CC(C(=O)NC(CCCC(=O)O)C(=O)O)N1CCN(CC2=C(C3=CC=C(C(=O)O)C=C3)SC3=CC=CC=C32)CC1=O,moler_6609
CCC(C)NC(=N)NCCCCCCNCC1=CC=NN1C1=CC=C(Cl)C=C1,moler_6610
CC(C(=O)NC1=CC=C(F)C=C1)C(=O)OCC(=O)N1CCN(C2=CC=C([N+](=O)[O-])C=C2)CC1,moler_6611
FC1=CC=C(C(C2=CC=CC=N2)=C2CCC2)C=C1,moler_6612
CONC1=C(C=C2C(=C=C[N+](=O)[O-])NC(=O)C3=CC=CC=C32)CSC1,moler_6613
CC(C)(C)NC(C1=CC=C(C2=CC=C(C(=O)O)S2)C=C1)C1=NN=NN1C1=CC=C(Cl)C=C1,moler_6614
C1=CN=CC(C=NCCCCCCCCCN2CCC(C3=NN=NN3)CC2)=C1,moler_6615
CN1C(=O)C(C(=O)NC(CC2=CC=C(Cl)C=C2)C(=O)O)=CN(C2CCN(CC(N)=O)CC2)C1=O,moler_6616
O=C(CCCCCCCCC(=O)N(CCO)CCC1=CC=CC=C1)NCC1=CC=C2C(=O)NC(=O)C2=C1,moler_6617
O=C(CCC1=CC=CC=C1)NCCC1=CC=C(C(=O)O)C=C1,moler_6618
CC(=O)OC(CC(O)CNC(=O)CF)C1=CC=C(Cl)C=C1,moler_6619
CC(C)CN1CCC(C(=O)NC2=NC3=CC(Cl)=CC=C3N2C)CC1,moler_6620
CCOC(=O)N1C(SC)=NC2=C1N=CN=C2NC1CC1,moler_6621
CN1CCC(NC(=O)C2=CC3=NC(C4=CC=C(Cl)C(C(F)(F)F)=C4)=CN=C3S2)CC1,moler_6622
CC1=CC=C(NC(=O)CO)C=C1C(=O)N1CCNCC1,moler_6623
O=C(CC(=O)N1CCCC2=CC(Cl)=CC=C21)C1=CC=C(Cl)C=C1,moler_6624
C=NOCCCCCCCCCC(=O)OC1CC(C(=O)NCCCN(C)C)=CC2=CC=CC=C21,moler_6625
CCC(=O)NC1=CC=C(O)N=C1C1=CC=C(O)C=C1,moler_6626
CCOC(=O)CN1C=C(C2=CC=C(OCC)C=C2)C(=O)NC1=O,moler_6627
CCCCCCC=C(C1=CC=C(OCCN2CCOCC2)C=C1)C1=CC=C(C2=CC=C(Cl)C=C2)C=C1,moler_6628
CCCCCCCCCC(=O)OC(C)C(=O)NCC(=O)N1CCC(C2=CC=CS2)CC1,moler_6629
O=[N+]([O-])C1=CC=C(C2CCNCC2)C=C1,moler_6630
NN=C(C=CC1=CC=CC=C1)NC(=O)NCC1=CC=CC=C1,moler_6631
O=C1CCC2C(Cl)=C=C3NC4=C(C(=O)N(CC5=NC=NO5)C=N4)C3=C12,moler_6632
CN(CC1=CC=CC=C1)C1=NC=CC2=CC=CC=C21,moler_6633
CC1=NC(C(O)=NC2=CN=CC(C3CCN(C(=O)C4=CC=C(F)C(CN)=C4)CC3)=N2)=CS1,moler_6634
COCCN1C=C(C=C2C(=C=C3N=C(O)OC(C(=O)O)=N3)N(C3CCCC3)C(=O)C3=CC=CC=C32)C=NC1=O,moler_6635
COC1=CC=C(OCCNC(=O)C2=CN(CC3CCNCC3)C(=O)N(CC3=CC=CC=C3)C2=O)C=C1,moler_6636
CC1=C(C(F)F)N=C(C2(O)CCC3(CCC4=CC(F)=C(O)C=C43)CC2)O1,moler_6637
O=C(NC1CCCCC1)C1=CN=C(N2N=C3NC4=CC=CC=C4OC3=CC2=O)S1,moler_6638
COC(=O)C=C(OC(=O)C(C)=CCOC(C)(C)CCC=C(C)CCC=C(C)C)C(C)C,moler_6639
COC1=CC=C(C(=O)NCCCCCCCCCCCC(=O)O)C=C1,moler_6640
NC1=NC2=CC(C(=O)NCC3=CC=C(F)C=C3)=CC=C2N1CC1=CC=CC=C1,moler_6641
CCCCCCCCCN=C(S)NNCC1=CC=CC=C1,moler_6642
CC(C)(C)C1=CC=C(C2=NC3=C(N2)C(=O)N(C2CCC(NS(C)(=O)=O)CC2)CN3C2=CC=C(C3NCCC4=CC=CC=C43)C=C2)C=C1,moler_6643
CCOC(=O)N1CCC(NC2=CC=C(NS(=O)(=O)C3=CC=C(Br)C=C3)C=C2)CC1,moler_6644
CC1COC2=CC(Cl)=CC(Cl)=C2O1,moler_6645
NC(=O)C1=CC=C(COCCC2=CNC3=CC(Cl)=C(F)C=C23)C=C1,moler_6646
O=C(O)C1=CC(=NC2=CC=CC=C2C(=O)O)C2=CC=C(C3=CC=C4C=CC=CC4=C3)N=C2N1,moler_6647
ClC1=CC=C(CC2=CC=CC=C2)C=C1,moler_6648
O=C1NC(=O)N2C=C=C(I)C=C2C(=NO)N1,moler_6649
O=C(CSC1=CC=C(C2=NC(NCC3=CC=C(Cl)C=C3)=NC=C2)C=N1)NC1=CC=C(C(=O)N2CCCCC2)C=C1,moler_6650
CCCCNCC1=CC=CC=C1,moler_6651
CSC1=CC=C(N(C)C)C=C1,moler_6652
COC1=CC(CC2=CC=CN=C2)=C([S+]([O-])C2=NC3=CC=CC=C3N2)C=C1OC,moler_6653
ClC1=CC(I)=C2NC(SC3=CC=CC=C3)=C(C3=NN=NN3)C2=C1,moler_6654
O=[N+]([O-])C1=CC=C2C(=C1)N=C(C1CCN(CC3=CC=C(C4=CC=CC=C4OCC4=CC=CC=C4)C=C3)CC1)N2C1=CC=NC2=CC(Cl)=CC=C21,moler_6655
CC(C)C1=CC=C(C2=NOC(C3=CC=C4NC5=C(C4=C3)C(C3=CC=C(F)C=C3)=NCC5)=N2)C=C1,moler_6656
CC(=O)NC1=NC(COCCOCCOC2=CC=C(Cl)C=C2[N+](=O)[O-])=NC(N)=N1,moler_6657
CC(O)(CCC1=CSC(C2=CC=CN=C2)=N1)C(=O)O,moler_6658
CC(C)C(C(=O)N1CC=CCC1C(=O)O)C1OC(=O)N(C2=CC=C3OCOC3=C2)C(S)=NC1=O,moler_6659
CC1=NN=C(N2CCCCC2)N1CC1=NN(CC(N)=O)C2=CC=CC=C21,moler_6660
COC1=CC=C(C2C(NC3=NC4=CC=CC=C4N(C)C3=O)C(=O)N2CN2CCNCC2)C=C1,moler_6661
FC(F)(F)CN1N=CC2=C3C=CN=C(NC4CCNCC4)C3=C=C=C21,moler_6662
CCOC1=CC=C2NC(C)=C(CC3=CC=C4NC(C5=CC=C6OCOC6=C5)=CC4=C3)C2=C1,moler_6663
O=C(COCC1=CC=CO1)NC1=CC=NC=C1,moler_6664
ON=C(S)NN=CC1=CC=C(OCCCCCCCCCCl)C=C1,moler_6665
O=[N+]([O-])C1=CC=C(COCCOC(C2=CC=CC=C2)C2=CC=CC=C2)O1,moler_6666
O=C(O)CC1=CC(C2=NN3C=C(C4=CC=C(OCC5CC5)C=C4)N=C3N2)=CC=C1OC1CCCCC1,moler_6667
CC1CC(O)C2C(C(C)CC3=CC(=O)C=CC32C)C1SC(C)(C)C(=O)OCCOC1=CC=C(O)C=C1,moler_6668
COC1=CC(C=NNC(=O)C2=CC=CS2)=CC=C1OCCOC1=CC=CC=C1,moler_6669
O=C(COC1=CC=C(Cl)C=C1)NN1C=NN=N1,moler_6670
CC(=O)OC1=CC=C(CCCCCCCCC(=O)OC(C)(C[NH3+])C(=O)O)C=C1,moler_6671
CN(COCC1CC1)C(C1=CC=C(F)C=C1)C(C)(C)CNC(=N)N,moler_6672
COC1=CC=C(CN2CCC(NC(=O)C3=CC=C(Br)C=C3)CC2)C=C1Br,moler_6673
CN(C)C(=O)C1=CSC(C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)=N1,moler_6674
COC1=CC=C(C(CNC(=O)C2=CC(C3=CC=C(F)C=C3)=NC3=CC=CC=C32)N2CCCC2)C=C1,moler_6675
CC(C)OCCCCN1C=C(CCNC(=O)C2=CC=CC=C2)N=N1,moler_6676
CN1C=CC=C1C1=NC(C2=CC=C3NC=C(CC4=CC=C(F)C=C4)C3=C2)=CS1,moler_6677
O=C(CC1=CC=C(Cl)C(C(F)(F)F)=C1)NC1=NOC(C2=CC=C(COC3=CC=C(C(=O)NO)C=C3)C=C2)=N1,moler_6678
CCC1=CC=C(NC(=O)NC2CCCCC2)C=C1,moler_6679
C1=CC=C(CNCCCCCCCCCCCCN2CCCC2)C=C1,moler_6680
CC(=O)NC1=CC=C2NC(=O)N(C(S)=C(C)Cl)C(=O)C2=C1,moler_6681
CCOCN1C=CN2C(=O)N(C)C=C(C3=CN=C(OC4CCOCC4)N=C3)N=C12,moler_6682
CC(C)OC1=CC=C(CN(CC2=CC=C(N(C)C)C=C2)C(=O)C(C#N)=C(O)C2=CC=C(F)C(Cl)=C2)C=C1,moler_6683
NC1=CC=C(CN2CCN(C3=CC=CC=C3)CC2)C=C1,moler_6684
O=C(CC1CC1)OCN1N=NN=C1C1=CC=C(OCCC(F)(F)F)C=C1,moler_6685
CC(C(=O)O)N1CCC(OC(=O)CCCCCOC2=CC=C(S(=O)(=O)OC3=CC=C(F)C=C3)C=C2)C1,moler_6686
CNC(=O)C(C)NC(=O)C(CC1=CC=C(Cl)C=C1)NCC1=CC=C(Cl)C=C1,moler_6687
CC(=O)C1=CC=C(C2=CC=C(C3CC4=C(C(OC(C)(C)C(=O)O)=CC=C4)C4C=CC=CC43)C=C2)C=C1Cl,moler_6688
CC(C)C1=CC=C(OC(C)(C)C)C(CCCN(CCCN2CCN(C3=CC=NC=C3)CC2)CC2=CC=CC=C2)=C1,moler_6689
O=C(CC1=CC=C(F)C(C2=CC=CO2)=C1)C1=CC=C2C=CC=CC2=C1,moler_6690
CCN(CC(F)F)C(=O)C1=CN(CC2CCCCC2)C(C(F)F)OC1=O,moler_6691
CC(NC(=O)CCCS)C(=O)NC(CC1=CC=CC=C1)C(=O)NC1=CC=CC=C1C(=O)O,moler_6692
N=C(N)NCCCCCCCNC(=O)CNS(=O)(=O)C1=CC=CC=C1,moler_6693
